title,start_year,runtime,type,orign_country,language,rating,num_votes,release_year,movie_rating,Comedy,Drama,Action,Documentary,Crime,Adventure,Biography,Animation,Reality-TV,Horror,Thriller,Family,Game-Show,Mystery,Romance,Music,Fantasy,Musical,Talk-Show,Sci-Fi,Sport,History,Other
Ghost Lab,2021,117,Movie,Thailand,Thai,5.2,714,2021,adult,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Upshaws,2021,\N,TV Show,United States,English,6.9,1483,2021,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilling Adventures of Sabrina,2018,60,TV Show,United States,English,7.5,81102,2020,teen,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Monster,2018,98,Movie,United States,English,6.5,3502,2021,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selena: The Series,2020,40,TV Show,Mexico,English,6.8,3700,2020,children,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Knock Knock,2015,99,Movie,United States,English,4.9,86556,2015,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Ranch,2016,30,TV Show,United States,English,7.5,34673,2020,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Korra,2012,23,TV Show,United States,English,8.4,107820,2014,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shtisel,2013,45,TV Show,Israel,Hebrew,8.6,5559,2021,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spenser Confidential,2020,111,Movie,United States,English,6.2,75475,2020,adult,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Move to Heaven,2021,60,TV Show,South Korea,Korean,8.8,1547,2021,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Haunting of Bly Manor,2020,494,TV Show,United States,English,7.4,75539,2020,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Fauda,2015,60,TV Show,Israel,Hebrew,8.2,21061,2020,adult,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Awake,2021,96,Movie,United States,English,4.8,2846,2021,adult,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moxie,2021,111,Movie,United States,English,6.7,18962,2021,teen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Next Three Days,2010,133,Movie,United States,English,7.3,188240,2010,teen,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Lightning,2017,43,TV Show,United States,English,6.1,22728,2021,teen,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Carnaval,2021,94,Movie,Brazil,Portuguese,3.8,407,2021,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dancing Queens,2021,110,Movie,Sweden,Swedish,5.2,446,2021,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hachi: A Dog's Tale,2009,93,Movie,United Kingdom,English,8.1,260800,2009,children,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The OA,2016,60,TV Show,United States,English,7.8,93451,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Wentworth,2013,45,TV Show,Australia,English,8.6,17804,2020,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillbilly Elegy,2020,116,Movie,United States,English,6.7,35778,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Babysitter,2017,85,Movie,United States,English,6.3,77234,2017,adult,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca,2020,123,Movie,United Kingdom,English,6.0,34569,2020,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Charlie's Angels,2019,118,Movie,Germany,English,4.8,60764,2000,teen,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trailer Park Boys,2001,30,TV Show,Canada,English,8.4,38336,2018,adult,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shannara Chronicles,2016,42,TV Show,United States,Hindi,7.2,55444,2018,adult,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Murder Mystery,2019,97,Movie,United States,English,6.0,108395,2019,teen,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Magnolias,2020,\N,TV Show,United States,English,7.4,9501,2020,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Dirt,2018,107,Movie,United States,English,7.0,42221,2019,adult,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summertime,2020,\N,TV Show,Italy,Italian,5.4,1759,2021,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I'm Thinking of Ending Things,2020,134,Movie,United States,English,6.6,69398,2020,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Too Hot to Handle,2020,40,TV Show,United States,English,4.5,8365,2021,adult,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
A Series of Unfortunate Events,2017,50,TV Show,United States,English,7.8,55019,2019,children,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cursed,2020,\N,TV Show,United Kingdom,English,5.9,25123,2020,adult,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Ballad of Buster Scruggs,2018,133,Movie,United States,English,7.3,128434,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Godless,2017,452,TV Show,United States,English,8.3,55787,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbreakable Kimmy Schmidt,2015,30,TV Show,United States,English,7.6,64866,2019,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Badlands,2015,42,TV Show,United States,English,8.0,42554,2018,adult,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Camino: A Breaking Bad Movie,2019,122,Movie,United States,English,7.3,195144,2019,adult,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pieces of a Woman,2020,126,Movie,Canada,English,7.1,40086,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sardar Ka Grandson,2021,139,Movie,India,Hindi,4.1,3690,2021,teen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Outside the Wire,2021,114,Movie,Hungary,English,5.4,35882,2021,adult,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marriage Story,2019,137,Movie,United Kingdom,English,7.9,261009,2019,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Space Force,2020,30,TV Show,United States,English,6.7,48042,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Octopus Teacher,2020,85,Movie,South Africa,English,8.1,38740,2020,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haunted,2018,24,TV Show,Czech Republic,English,4.6,2805,2021,adult,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Valley,2014,58,TV Show,United Kingdom,English,8.4,34710,2016,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wrong Missy,2020,90,Movie,United States,English,5.7,34222,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Order,2019,60,TV Show,United States,English,6.8,22742,2020,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
When They See Us,2019,296,TV Show,United States,English,8.9,99390,2019,adult,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Extremely Wicked, Shockingly Evil and Vile",2019,110,Movie,United States,English,6.7,82979,2019,adult,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Man Down,2013,118,Movie,United States,English,6.5,65097,2013,adult,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice in Borderland,2020,50,TV Show,Japan,English,7.7,21122,2020,adult,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Kissing Booth,2018,105,Movie,United Kingdom,English,6.0,70379,2018,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Midnight Sky,2020,118,Movie,United States,English,5.6,74470,2020,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Kingdom,2014,43,TV Show,United States,English,8.5,16303,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hell or High Water,2016,102,Movie,United States,English,7.6,209454,2016,adult,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcella,2016,45,TV Show,United Kingdom,English,7.4,25770,2019,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Small Town Crime,2017,91,Movie,United States,English,6.6,10055,2017,adult,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Shot Caller,2017,121,Movie,United States,English,7.3,75668,2017,adult,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
We Can Be Heroes,2020,100,Movie,United States,English,4.7,11673,2020,children,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Doll,2019,30,TV Show,United States,English,7.9,70617,2019,adult,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars Attacks!,1996,106,Movie,United States,English,6.3,213394,1996,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Another Life,2019,43,TV Show,United States,English,5.0,25499,2019,adult,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Henry Danger,2014,30,TV Show,United States,English,5.7,3739,2016,children,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Madam Secretary,2014,45,TV Show,United States,English,7.6,20431,2019,children,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Bill: Vol. 2,2004,137,Movie,United States,English,8.0,696922,2004,adult,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GLOW,2017,35,TV Show,United States,English,8.0,41482,2019,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Workin' Moms,2017,30,TV Show,Canada,English,7.6,11069,2021,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald's Game,2017,103,Movie,United States,English,6.5,93754,2017,adult,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Welcome Home,2018,97,Movie,United States,English,5.2,6504,2018,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,2011,113,Movie,United Kingdom,English,6.8,252308,2011,teen,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,30,TV Show,United States,English,7.9,27411,2021,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silence,2019,90,Movie,Canada,English,5.3,39778,2019,teen,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hunt for the Wilderpeople,2016,101,Movie,New Zealand,English,7.9,116392,2016,teen,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Trip,2021,86,Movie,United States,English,6.6,18590,2021,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Power,2020,113,Movie,United States,English,6.0,75538,2020,adult,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sword Art Online,2012,24,TV Show,Japan,Japanese,7.6,38517,2018,adult,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Highwaymen,2019,132,Movie,United States,English,6.9,79970,2019,adult,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rango,2011,107,Movie,United States,English,7.2,242982,2011,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Guernsey Literary and Potato Peel Pie Society,2018,124,Movie,United Kingdom,English,7.4,38615,2018,children,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Homefront,2013,100,Movie,United States,English,6.5,111917,2013,adult,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Triple Frontier,2019,125,Movie,United States,English,6.4,113090,2019,adult,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Society,2019,58,TV Show,United States,English,7.1,21912,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Shooter,2016,60,TV Show,United States,English,7.5,32542,2018,teen,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ritual,2017,94,Movie,United Kingdom,English,6.3,82245,2018,adult,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Maniac,2018,386,TV Show,United States,English,7.8,68295,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malcolm & Marie,2021,106,Movie,United States,English,6.7,28869,2021,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dark Desire,2020,\N,TV Show,Mexico,Spanish,6.5,4088,2020,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The White Tiger,2021,125,Movie,India,Hindi,7.1,49579,2021,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood,2020,347,TV Show,United States,English,7.5,31470,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,\N,TV Show,United States,English,6.9,23523,2020,adult,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fractured,2019,99,Movie,United States,English,6.4,60034,2019,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Invitation,2015,100,Movie,United States,English,6.6,98396,2015,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Julie and the Phantoms,2020,\N,TV Show,United States,English,8.5,7062,2020,children,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Santa Clarita Diet,2017,30,TV Show,United States,English,7.8,59061,2019,adult,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbarians,2020,280,TV Show,Germany,German,7.2,19331,2020,adult,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Walk to Remember,2002,101,Movie,United States,English,7.3,202071,2002,children,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MILF,2018,101,Movie,France,French,4.7,4940,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Happened to Monday,2017,123,Movie,United Kingdom,English,6.9,111057,2017,adult,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Babysitter: Killer Queen,2020,101,Movie,United States,English,5.8,29703,2020,adult,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Versailles,2015,52,TV Show,France,Latin,7.9,14541,2018,adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Monty Python and the Holy Grail,1975,91,Movie,United Kingdom,English,8.2,508532,1975,children,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marco Polo,2014,60,TV Show,United States,English,8.0,66296,2016,adult,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gilmore Girls: A Year in the Life,2016,370,TV Show,United States,English,7.6,32209,2016,teen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosemary's Baby,1968,137,Movie,United States,English,8.0,198812,1968,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Below Her Mouth,2016,94,Movie,Canada,English,5.5,10893,2016,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Disenchantment,2018,30,TV Show,United States,English,7.2,49856,2021,teen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Founder,2016,115,Movie,United States,English,7.2,132257,2016,teen,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
His House,2020,93,Movie,United Kingdom,English,6.5,30212,2020,teen,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
She-Ra and the Princesses of Power,2018,30,TV Show,United States,English,7.9,11184,2020,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Ex-Girlfriend,2015,42,TV Show,United States,English,7.8,17551,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bright,2017,117,Movie,United States,English,6.3,173116,2017,adult,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Professor and the Madman,2019,124,Movie,Ireland,English,7.3,38788,2019,teen,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma Rainey's Black Bottom,2020,94,Movie,United States,English,7.0,43065,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hubie Halloween,2020,102,Movie,United States,English,5.2,41175,2020,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Dance,2020,491,TV Show,United States,English,9.1,89691,2020,adult,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Triple 9,2016,115,Movie,United States,English,6.3,68439,2016,adult,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Glitch,2015,45,TV Show,Australia,English,7.3,15549,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hush,2016,82,Movie,United States,English,6.6,109303,2016,adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The One,2021,\N,TV Show,United Kingdom,English,6.6,10250,2021,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Unorthodox,2020,213,TV Show,Germany,German,8.0,63086,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concrete Cowboy,2020,111,Movie,United Kingdom,English,6.3,6320,2021,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spy,2019,53,TV Show,France,English,7.9,34870,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Bad Batch,2016,118,Movie,United States,English,5.3,27753,2016,adult,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Safe,2018,356,TV Show,United Kingdom,English,7.3,34163,2018,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Deadly Illusions,2021,114,Movie,United States,English,3.6,9808,2021,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Easy,2016,30,TV Show,United States,English,6.9,12554,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tribes of Europa,2021,\N,TV Show,Germany,German,6.8,9472,2021,adult,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacred Games,2018,50,TV Show,India,Hindi,8.6,78917,2019,adult,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula,2020,270,TV Show,United Kingdom,English,6.8,43041,2020,teen,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H2O: Just Add Water,2006,23,TV Show,Australia,English,7.2,13085,2009,children,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Fuller House,2016,30,TV Show,United States,English,6.7,25257,2020,children,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
White Lines,2020,60,TV Show,United Kingdom,English,6.6,15070,2020,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Outlaw King,2018,121,Movie,United Kingdom,English,6.9,62887,2018,adult,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reckoning,2019,460,TV Show,Australia,English,6.6,3991,2019,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Insatiable,2018,45,TV Show,United States,English,6.5,23570,2019,adult,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bo Burnham: what.,2013,60,Movie,United States,English,8.5,8565,2013,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Danish Girl,2015,119,Movie,United Kingdom,English,7.1,169009,2015,adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hotel Transylvania 3: Summer Vacation,2018,97,Movie,United States,English,6.3,60627,2018,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Politician,2019,42,TV Show,United States,English,7.5,19145,2020,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo Burnham: Make Happy,2016,60,Movie,United States,English,8.5,10339,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
To the Bone,2017,107,Movie,United States,English,6.8,42996,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daybreak,2019,60,TV Show,United States,English,6.7,16407,2019,adult,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spectral,2016,107,Movie,United States,English,6.3,54341,2016,teen,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
On My Block,2018,30,TV Show,United States,English,8.0,11616,2020,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy!,2017,60,TV Show,United States,English,8.2,34327,2019,adult,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Week Away,2021,94,Movie,United States,English,5.7,3247,2021,children,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Frontier,2016,60,TV Show,Canada,English,7.2,17816,2018,adult,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1922,2017,102,Movie,United States,English,6.3,55591,2017,adult,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal: UK,2019,43,TV Show,United Kingdom,English,7.6,15519,2020,adult,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Borgen,2010,58,TV Show,Denmark,Danish,8.5,20720,2012,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holidate,2020,104,Movie,United States,English,6.1,49581,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blood of Zeus,2020,30,TV Show,United States,English,7.6,13337,2020,adult,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Slasher,2016,60,TV Show,Canada,English,6.7,11709,2019,adult,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Formula 1: Drive to Survive,2019,40,TV Show,United Kingdom,English,8.6,24934,2021,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apostle,2018,130,Movie,United Kingdom,English,6.3,45868,2018,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Gift,2019,40,TV Show,Turkey,English,7.3,18690,2021,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Fatma,2021,40,TV Show,Turkey,Turkish,7.5,5969,2021,adult,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Rain,2018,45,TV Show,Denmark,Danish,6.3,32242,2020,adult,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Amar,2017,105,Movie,Spain,Spanish,5.2,3983,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Country Comfort,2021,\N,TV Show,United States,English,6.9,2366,2021,children,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rake,2010,60,TV Show,Australia,English,8.5,6723,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids,2001,88,Movie,United States,English,5.5,110435,2001,children,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tidelands,2018,60,TV Show,Australia,English,7.0,6975,2018,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
How It Ends,2018,113,Movie,United States,English,5.0,46279,2018,adult,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
